ARCH	EPOCHS	REG	LAMB	ALPHA	FT	ID	optionals	Acc	Loss	Time	Nodes
6x100	50.0	spr	0.1	0.1	10.0	10000.0		98.13	0.0002051972405752167	180.12033224105835	50.0
6x100	50.0	spr	0.1	0.1	10.0	10000.0		98.0	0.0002529009070713073	180.1315312385559	50.0
6x100	50.0	l1l2	0.1	0.9	10.0	10000.0		97.76	0.026786573231220245	180.13818740844727	50.0
6x100	50.0	l1l2	0.1	0.9	10.0	10000.0		97.72	0.0005997684202156961	180.1276614665985	50.0
6x100	50.0	l1l2	0.1	0.9	10.0	10000.0		98.06	0.0008893909980542958	180.12385058403015	50.0
6x100	50.0	spr	0.1	0.5	10.0	10000.0		97.75	0.0010455693118274212	180.12305569648743	50.0
6x100	50.0	spr	0.1	0.5	10.0	10000.0		97.84	0.0005185611662454903	180.43628883361816	50.0
6x100	50.0	spr	0.1	0.5	10.0	10000.0		98.11	0.00037262067780829966	180.12029123306274	50.0
6x100	50.0	l1l2	0.5	0.1	10.0	10000.0		97.57	0.011403083801269531	180.1037437915802	50.0
6x100	50.0	l1l2	0.5	0.1	10.0	10000.0		97.3	0.003172081895172596	123.15721940994263	50.0
6x100	50.0	l1l2	0.5	0.1	10.0	10000.0		97.58	0.008276264183223248	180.1282570362091	50.0
6x100	50.0	l1l2	0.5	0.5	10.0	10000.0		97.73	0.01106848195195198	168.21332955360413	50.0
6x100	50.0	l1l2	0.5	0.5	10.0	10000.0		97.75	0.020580638200044632	180.10676312446594	50.0
6x100	50.0	l1l2	0.5	0.5	10.0	10000.0		97.62	0.06804110109806061	180.20761156082153	50.0
6x100	50.0	spr	0.1	0.9	10.0	10000.0		97.8	0.0011221013264730573	180.1341633796692	50.0
6x100	50.0	spr	0.1	0.9	10.0	10000.0		98.17	9.428054909221828e-05	180.27056527137756	50.0
6x100	50.0	spr	0.1	0.9	10.0	10000.0		98.11	0.0014084222493693233	180.15924048423767	50.0
6x100	50.0	l1l2	0.5	0.9	10.0	10000.0		97.77	0.010003405623137951	180.0987606048584	50.0
6x100	50.0	l1l2	0.5	0.9	10.0	10000.0		97.66	0.002009056741371751	180.12677145004272	50.0
6x100	50.0	l1l2	0.5	0.9	10.0	10000.0		98.09	0.005372065585106611	180.11262226104736	50.0
6x100	50.0	spr	0.5	0.1	10.0	10000.0		97.86	0.07917123287916183	180.12617540359497	50.0
