Acc,Loss,Elapsed,Nodes,Arch
97.6,0.027232781052589417,180.06311297416687,10590.0,1x56-1x97-1x85-1x76-1x81-1x82
97.6,0.007106395438313484,180.096009016037,11170.0,1x58-1x98-1x86-1x75-1x83-1x76
97.65,0.01600688509643078,180.0339870452881,7252.0,1x60-1x96-2x79-1x74-1x86
