Acc,Loss,Elapsed,Nodes,Arch
96.74,0.11801265925168991,0.28781890869140625,1.0,1x25-1x18
96.88,0.06900016218423843,0.33730292320251465,1.0,1x25-1x19
96.84,0.04214511439204216,0.31463098526000977,1.0,1x22-1x17
