Acc,Loss,Elapsed,Nodes,Arch
97.1,0.056352440267801285,0.5482261180877686,26.0,1x24-1x25
97.2,0.040223486721515656,0.5755319595336914,97.0,1x22-1x25
96.75,0.11104133725166321,0.77799391746521,870.0,1x21-1x25
