Acc,Loss,Elapsed,Nodes,Arch
96.81,0.10247095674276352,0.45055580139160156,1.0,1x24-1x25
96.72,0.0712653174996376,0.39220499992370605,1.0,1x21-1x25
96.65,0.11032330989837646,0.44614505767822266,1.0,1x21-1x25
