ARCH	EPOCHS	ID	optionals	Acc	Loss	Time	Nodes	Pruned_arch
2x25	50.0	10000.0		96.56	0.11194175481796265	2.0976250171661377	2286.0	"2x25
"
2x25	50.0	10000.0		96.75	0.041130878031253815	0.9658498764038086	157.0	"2x25
"
2x25	50.0	10000.0		96.55	0.008567617274820805	1.271254062652588	739.0	"2x25
"
2x15	50.0	10000.0		95.97	0.036559853702783585	0.647385835647583	106.0	"2x15
"
2x15	50.0	10000.0		95.56	0.04985944554209709	0.8220679759979248	486.0	"2x15
"
2x15	50.0	10000.0		95.55	0.0664011761546135	0.24387192726135254	1.0	"2x15
"
