Acc,Loss,Elapsed,Nodes,Arch
95.97,0.036559853702783585,0.647385835647583,106.0,2x15
95.56,0.04985944554209709,0.8220679759979248,486.0,2x15
95.55,0.0664011761546135,0.24387192726135254,1.0,2x15
