Acc,Loss,Elapsed,Epochs
97.6,6.005989052937366e-05,180.16294050216675,50.0
97.77,9.031626541400328e-05,180.12823700904846,50.0
97.67,8.251458893937524e-06,180.13904190063477,50.0
