Acc,Loss,Elapsed,Nodes,Arch
98.1,1.2898689419671427e-05,1800.033290863037,13.0,6x500
98.13,3.1779130949871615e-05,1800.039545059204,12.0,6x500
98.27,7.633061613887548e-06,1800.0329411029816,13.0,6x500
