Acc,Loss,Elapsed,Nodes,Arch
93.98,0.12536700069904327,0.12665796279907227,1.0,1x8-1x14
92.98,0.3517273962497711,0.21561884880065918,58.0,1x7-1x12
93.07,0.1689847856760025,0.12498688697814941,1.0,1x9-1x14
