Acc,Loss,Elapsed,Nodes,Arch
95.87,0.015142612159252167,0.2369999885559082,1.0,2x15
95.82,0.04810880497097969,0.21841001510620117,1.0,1x13-1x15
95.32,0.15840290486812592,0.1981971263885498,1.0,1x13-1x15
