Acc,Loss,Elapsed,Nodes,Arch
97.06,0.10862597823143005,0.6563010215759277,95.0,2x25
97.27,0.09567245095968246,0.6726729869842529,72.0,1x24-1x25
96.61,0.05551065504550934,0.9353330135345459,1067.0,1x24-1x25
